Description,Info,Link,Location,Name,Type
"The 59,000 square foot Field House supports Waubonsee Community College's athletics program, credit and non-credit physical education and wellness instruction, and general recreation for students and the community. The primary feature of the new building is its three indoor courts.  Two of these utilize traditional athletic flooring, while the third features artificial turf to accommodate soccer, baseball and softball practices.  Second floor highlights include a three-lane suspended running track, along with a 2,500 square foot fitness/dance studio that comes complete with its own audio system.  As part of the  project, adjacent Erickson Hall also underwent renovation.","Client: Waubonsee Community College
Architect: Cordogan, Clark & Associates
Location: Aurora,  IL
Attributes: Community College, Higher Education, Practice/Training Facility, Sports, Education, Illinois",http://www.turnerconstruction.com/experience/project/7144/waubonsee-community-college-field-house,"Aurora, IL",Waubonsee Community College Field House,education
"The large scale, multi-phase renovation of the Student Center Building at Wayne State University, originally built in 1969, recreated the building as the campus “living room,"" offering a modern environment for learning, collaboration and recreation.
The 94,000 square foot building remained occupied during the renovation, which spanned five floors in three separate phases. The Student Center now features a more open layout with an abundance of natural light, a retail food court, and a credit union. Numerous student gathering areas are located throughout that foster greater collaboration and an interactive video gaming area, a pool and ping pong hall, a restaurant, an intimate performance stage, and dance studios are featured in the lower level.","Client: Wayne State University
Architects: Neumann/Smith Architecture, WTW Architects
Location: Detroit,  MI
Attributes: Higher Education, Interiors, Classroom / Adminstration Building, Green Building, Turner Logistics: Procurement Services, Education, Michigan",http://www.turnerconstruction.com/experience/project/7293/wayne-state-university-student-center-renovation,"Detroit, MI",Wayne State University Student Center Renovation,education
"The renovation of Wayne State University’s State Hall included improvements to 62 classrooms. These improvements included instructional technology upgrades, new furniture, lighting retrofits, occupancy sensors and emergency lighting. Additionally, the masonry walls in each classroom, corridor and bathroom were also acid washed, neutralized, resealed and painted.","Client: Wayne State University
Architect: A3C
Location: Detroit,  MI
Attributes: Higher Education, Education, Michigan",http://www.turnerconstruction.com/experience/project/12B9/wayne-state-university-state-hall-renovation,"Detroit, MI",Wayne State University State Hall Renovation,education
"The University of Mary Hardin-Baylor football stadium seats 10,000 and features a program area of approximately 100,000 square feet. In addition to locker rooms, concession areas, and restroom facilities, the stadium  includes a press box, coaching and media booths and private suites for entertaining university guests.
The three-story Student Union Building anchors the visitors' side of the stadium. At 100,000 square feet, it provides residential and retail dining options, meeting and banquet rooms, campus bookstore and office space for several university departments and student organizations.","Client: The University of Mary Hardin-Baylor
Architect: Populous
Location: Belton,  TX
Attributes: Building Information Modeling (BIM), Football, Higher Education, Sports, Stadium, Education, Texas",http://www.turnerconstruction.com/experience/project/619A/university-of-mary-hardin-baylor-football-stadium-and-student-union,"Belton, TX","University of Mary Hardin-Baylor, Football Stadium and Student Union",education
"The phased renovation of Purdue University's France A. Cordova Recreational Sports Center included a 124,000 square foot expansion and transformed the original, windowless building from 1957 into an open and light recreational athletic venue.
The updated facilities include a leisure pool, a climbing wall, bouldering facilities, an indoor running track, an indoor walking track, 11 gymnasiums, fitness space, and offices for the administration and wellness staff, as well as racquetball courts, gyms, locker rooms, and dining areas.
The project received LEED® Gold certification.
Turner conducted a 90-day feasibility study to bring definition to the project, an effort that included developing a schedule to minimize reduction to services, enable fitness to remain available throughout construction, and complete the project with little disruption to campus life.","Client: Purdue University
Architect: Moody Nolan
Location: West Lafayette,  IN
Attributes: Higher Education, Sports, Education, Indiana",http://www.turnerconstruction.com/experience/project/55C2/purdue-university-france-a-cordova-recreational-sports-center,"West Lafayette, IN","Purdue University, France A. Córdova Recreational Sports Center",education
"The two-story, 84,500 square foot James DeAnda Elementary School replaces Mitchell Relief Elementary and includes 45 classrooms,  administrative offices, a cafeteria and food service facility, an auditorium, and a library. Outdoor recreational facilities include a playground and a basketball pavilion/covered play area.","Client: Houston Independent School District
Architect: Prozign Architects, Inc.
Location: Houston,  TX
Attributes: Building Information Modeling (BIM), Education, K-12, Texas, Primary",http://www.turnerconstruction.com/experience/project/27B3/james-deanda-elementary-school,"Houston, TX",James DeAnda Elementary School,education
,"Client: Schenectady City Schools
Architect: Synthesis LLP
Location: Schenectady,  NY
Attributes: Education, K-12, New York",http://www.turnerconstruction.com/experience/project/66B7/schenectady-city-school-district,"Schenectady, NY",Schenectady City School District,education
"The 82,500 square foot, three-story addition to the Daskalakis Athletic Center at Drexel University accommodates recreation, intramural, and club sports.
The facility includes a 13,000 square foot, two-court multi-purpose gym, a 1/10 mile suspended walking/jogging track, 18,000 square feet for weights and fitness equipment, a 30-foot climbing wall, two 1,500 square foot exercise rooms, a 1,700 square foot administrative suite with four offices, a conference room and a kitchenette, locker, storage, and equipment rooms, and 6,000 square feet of commercial shell space on the lower level along Market Street.  Two squash courts and a seating area for viewing were also incorporated.
Mid-way through construction Drexel University held its summertime commencement and required a path through the project site to the original sports facility where the ceremony was held.  Turner worked with the University to build a temporary paved and covered road across the north end of the site to provide students a safe route into the facility.
Self-assessment by the project team currently places the Recreation Center at achieving 3 Green Globes, the international equivalent of LEED Certification.","Client: Drexel University
Architects: Sasaki Associates, Inc., EwingCole
Location: Philadelphia,  PA
Attributes: Higher Education, Interiors, Green Building, Sports, Education, Pennsylvania",http://www.turnerconstruction.com/experience/project/10F/drexel-university-recreation-center-addition,"Philadelphia, PA",Drexel University Recreation Center Addition,education
"The Integrated Sciences Building on Drexel University's main campus is a six-story, 138,000 square foot teaching and research facility with 32 research labs, nine teaching labs, two organic chemistry labs, a fossil preparation lab, ample lab support space, eight classrooms (five with data outlets), 36 faculty offices, a conference room, and a 240-seat auditorium.
The building's signature space is a five-story atrium that features a biowall--the first of its kind at a United States university--which acts as an air filter for the building, removing carbon dioxide and volatile compounds, and controlling humidity.
The project is LEED Gold Certified.","Client: Drexel University
Architects: Diamond and Schmitt Architects, Inc, H2L2
Location: Philadelphia,  PA
Attributes: Higher Education, Classroom / Adminstration Building, LEED Certified, Green Building, Education, Pennsylvania",http://www.turnerconstruction.com/experience/project/F7/drexel-university-papadakis-integrated-sciences-building,"Philadelphia, PA","Drexel University, Papadakis Integrated Sciences Building",education
"The three-story, 45,000 square foot Tahoe Center for Environmental Sciences is home to offices and laboratories for the University of California, Davis Tahoe Research Group and Desert Research Institute, as well as classrooms and laboratories for Sierra Nevada College undergraduates, as well as a 300-person conference center/auditorium.
With a design that emphasizes sustainable building methods to reduce energy consumption, improve overall building efficiency, and increase occupant comfort, the facility features a host of sustainable systems and elements, including active solar hot water, photovoltaic panels, cogeneration, underground chilled water storage, a rainwater harvesting system, induction diffusers, waterless urinals, skylights, and light shelves.
In addition, more than 85 percent of the project's construction waste was diverted from landfills and more than 25 percent of project supplies contained recycled materials.
The project achieved LEED Platinum certification.","Client: Sierra Nevada College
Architect: Lundahl & Associates
Location: Incline Village,  NV
Attributes: Higher Education, Laboratory, Pharmaceutical, Classroom / Adminstration Building, Research & Development, LEED Certified, Green Building, Education, Nevada",http://www.turnerconstruction.com/experience/project/13CC/the-tahoe-center-for-environmental-sciences,"Incline Village, NV",The Tahoe Center for Environmental Sciences,education
"The redevlopment of Lafayette College's athletic facilities included renovation of Fisher Field and construction of Bourger Field House.
Work on the stadium that houses Fisher Field included 6,630 square feet of renovations to the press box and concessions building, which is home to restrooms, press areas, a filming platform, concession vendors, and a VIP suite, as well as upgrades to the lighting, roofing and restrooms on the lower concourse.
Construction of the two-story, 22,000 square foot Bourger Field House included build out of locker rooms. meeting rooms, coaches offices, laundry and equipment rooms, and athletic training rooms.","Client: Lafayette College
Architect: Clough Harbour & Associates LLP
Location: Easton,  PA
Attributes: Higher Education, Interiors, Sports, Education, Pennsylvania",http://www.turnerconstruction.com/experience/project/137/lafayette-college-fisher-field-and-bourger-field-house,"Easton, PA","Lafayette College, Fisher Field and Bourger Field House",education
"The 12-story, 85,600 square foot Jefferson Health Professions Academic Building at Thomas Jefferson University is home to nine floors of university faculty office space as well as mechanical and electrical equipment rooms, and a first floor lounge off the lobby that has the potential to become a restaurant or other leased space.
The project overhangs the adjacent, three-story Clinical Office Building, and connects to the adjacent Edison Building to the north with a multi-story pedestrian bridge.
The project achieved LEED Silver certification.","Client: Thomas Jefferson University Hospital
Architect: Burt, Hill
Location: Philadelphia,  PA
Attributes: Higher Education, Classroom / Adminstration Building, LEED Certified, Green Building, Education, Pennsylvania",http://www.turnerconstruction.com/experience/project/102/jefferson-health-professions-academic-building,"Philadelphia, PA",Jefferson Health Professions Academic Building,education
"The renovation and expansion of the Institute for Human Performance at the State University of New York's Upstate Medical University included the renovation and expansion of a 176,000 square foot space.
The first floor is dedicated to parking,  the second floor is dedicated to research space and the third and fourth floors are dedicated to laboratories with their associated office and support areas. A number of specialty components are incorporated to meet specific research needs, including a behavioral phenotyping core, a microarray core, a microscopy core and a cyclotron.","Client: State University Construction Fund
Architect: Goody Clancy
Location: Syracuse,  NY
Attributes: Higher Education, Research & Development, LEED Certified, Green Building, Education, New York",http://www.turnerconstruction.com/experience/project/613C/state-university-of-new-york-upstate-medical-university-institute-for-human-performance,"Syracuse, NY","State University of New York, Upstate Medical University, Institute for Human Performance",education
"The University of Kansas Learned Hall Engineering Expansion is an 81,000 square foot addition to the University’s Engineering School on two separate sites in order to to accommodate the state’s goal of 50 percent annual growth of the engineering program. Learned Hall will attach to three other buildings on the University's main campus, and include more than 11,000 square feet of laboratory space, in addition to classrooms, research space, administrative areas and a chilled water plant.
The facility on the second site is a 15,600 square foot research and classroom facility that will house a 40-foot strong wall on a greenfield site.  The entire project is being constructed to LEED Certification standards, with an average building efficiency of nearly 60 percent.","Client: The University of Kansas
Architect: TreanorHL
Location: Lawrence,  KS
Attributes: Building Information Modeling (BIM), Higher Education, Classroom / Adminstration Building, Research & Development, Green Building, Turner Logistics: Procurement Services, Education, Kansas",http://www.turnerconstruction.com/experience/project/58A7/learned-hall-engineering-expansion-phase-2,"Lawrence, KS","Learned Hall Engineering Expansion, Phase 2",education
"Prospect Elementary is an 88,000 square foot elementary school that serves 680 students from pre-school through fifth grade. In addition to a variety of classrooms, the facilities include a gym, common areas, music and art rooms, a cafeteria and kitchen, a library media center, a computer lab, resource rooms, and a health center.","Client: Regional School District #16
Architect: Fletcher Thompson Architects, Inc.
Location: Prospect,  CT
Attributes: Building Information Modeling (BIM), Interiors, Green Building, Education, K-12, Connecticut, Primary",http://www.turnerconstruction.com/experience/project/7817/prospect-elementary-school,"Prospect, CT",Prospect Elementary School,education
"The result of a public-private partnership, the Campus Town Development for The College of New Jersey created 284,000 square feet of housing and amenities over 13 acres while enhancing an active and educational campus environment.
Turner managed construction of seven buildings, four of four stories and three of three stories, made up of student living quarters for 446 students, as well as retail space.
Construction elements include spread footings foundations, structural steel at lower levels, storefront glass and entrances, composite joist and wall panel systems on upper levels, and exterior wall brick.
The mixed use retail-residential complex also created partnerships that are beneficial to the surrounding communities resulting in the project being honored by NJ Alliance For Action and receiving recognition as one of
.","Client: PRC Group
Architect: Feinberg & Associates, P.C.
Location: Ewing,  NJ
Attributes: Dormitory, Higher Education, Interiors, Retail & Restaurant, Green Building, Commercial, Education, New Jersey",http://www.turnerconstruction.com/experience/project/6500/the-college-of-new-jersey-campus-town-development,"Ewing, NJ","The College of New Jersey, Campus Town Development",education
"The Robert M. Rogers Nursing and Health Sciences Center at Tyler Junior College is a four-story, 155,000 square foot, split-level building that includes classrooms, skills laboratories, medical simulation rooms, and support spaces for the school's nursing and allied health programs.
The post-tensioned, cast-in-place structure is topped by a structural steel-framed roof with cold-formed metal truss framing and features a combination of brick veneer, glass curtain wall, and aluminum windows. Associated site work included construction of two asphalt parking lots with more than 200 combined spaces, as well as sidewalks and courtyards.","Client: Tyler Junior College
Architect: SmithGoupJJR
Location: Tyler,  TX
Attributes: Building Information Modeling (BIM), Higher Education, Research & Development, Education, Texas",http://www.turnerconstruction.com/experience/project/74CF/robert-m-rogers-nursing-and-health-sciences-center,"Tyler, TX",Robert M. Rogers Nursing and Health Sciences Center,education
"Drexel University’s URBN Center, which is home to their Antoinette Westphal College of Media Arts and Design occupies an historic, four-story, steel and concrete building.
The transformation of the space--which included preservation and protection of original features such as murals, and exposure of all steel and mechanical systems--included more than 146,000 square feet of renovations to build out art studios, classrooms, offices for the dean and faculty, an art gallery, a black box theater, and screening rooms, as well as demolition of the building's structural core to create a multi-story atrium.
In addition to the structural work to construct the atrium, the project added four interconnected mezzanine levels with floating stairways, and a glass elevator topped by a 120-foot by 20-foot skylight. Infrastructure work included installation of an active chilled-beam system coupled with dedicated energy recovery ventilation systems, high-efficiency chillers, and high-efficiency condensing boilers, the combination of which allows for a 25 to 30 percent reduction in energy usage
","Client: Drexel University
Architect: MRS Architecture
Location: Philadelphia,  PA
Attributes: Higher Education, Classroom / Adminstration Building, LEED Certified, Green Building, Education, Pennsylvania",http://www.turnerconstruction.com/experience/project/77E5/drexel-university-urbn-center,"Philadelphia, PA",Drexel University URBN Center,education
"Tthe renovation of the 46-story Crowne Plaza Hotel at Times Square was completed in two distinct phases. Phase one renovations upgraded the hotel’s infrastructure -- replacing and updating the electrical and HVAC systems and water main service -- and included waterproofing the parking garage. The second phase included architectural and cosmetic upgrades to the hotel’s 770 guest rooms and bathrooms, lobby, ballrooms, restaurant and common areas. All work was performed while the building was occupied and the hotel remained operational.","Client: Crown Plaza Hotel Times Square Manhattan
Architect: Gensler
Location: New York,  NY
Attributes: Mid-Rise, Commercial, New York",http://www.turnerconstruction.com/experience/project/59EB/crowne-plaza-hotel-at-times-square,"New York, NY",Crowne Plaza Hotel at Times Square,commercial
"The interior fit-out of the Executive Briefing Center for American Express is a 12,000 square foot  video conferencing and meeting space. The scope of work included a re-finished elevator lobby, a reception area, a gallery, a lounge and executive washrooms.","Client: American Express
Location: New York,  NY
Attributes: Low-Rise, Commercial, New York",http://www.turnerconstruction.com/experience/project/59E9/american-express-executive-briefing-center-at-3-world-financial-center,"New York, NY",American Express Executive Briefing Center at 3 World Financial Center,commercial
"The German Mission at 871 United Nations Plaza is a 23-story  118,000 square foot, reinforced concrete building with granite cladding and  aluminum curtain wall.  Work included build-out of offices, lobbies, a cafeteria, an auditorium and multiple conference rooms.  The project also involved the installation of advanced security systems.","Client: Albanese Organization, Inc.
Architect: SLCE Architects
Location: New York,  NY
Attributes: Commercial, New York",http://www.turnerconstruction.com/experience/project/5A87/german-mission-at-united-nations-plaza,"New York, NY",German Mission at United Nations Plaza,commercial
"The 45,000 square foot, two-story, 350-seat auditorium and conference center for Goldman Sachs includes a mechanized stage, production control rooms, TV broadcast studio, beverage center, restrooms and a holding pantry as well as six break-out rooms of various sizes for training.","Client: Confidential
Architect: SHoP Architects
Location: New York,  NY
Attributes: Low-Rise, LEED Certified, Green Building, Commercial, New York",http://www.turnerconstruction.com/experience/project/59D9/goldman-sachs-headquarters-auditorium-conference-center,"New York, NY",Goldman Sachs Headquarters Auditorium & Conference Center,commercial
"Infrastructure upgrades to 522 Fifth Avenue for a confidential financial client included mechanical, electrical, and plumbing work as well as build-out of 500,000 square feet of office space with a conferencing center, light trading space, an auditorium, and general support functions. The project is certified LEED Gold.","Client: Confidential
Architect: Gensler
Location: New York,  NY
Attributes: Mid-Rise, LEED Certified, Green Building, Commercial, New York",http://www.turnerconstruction.com/experience/project/5A9D/522-fifth-avenue,"New York, NY",522 Fifth Avenue,commercial
"The 350,000 square foot fit-out for Bloomberg at 120 Park Avenue included work on 12 floors and four sub-floors. Work added conference rooms, interconnecting stairs, auditoriums, storage areas, bathrooms, pantries and Intermediate Distribution Frame rooms, as well as open space workstations.","Client: Confidential
Architect: Studios Architecture
Location: New York,  NY
Attributes: Interiors, LEED Certified, Green Building, Commercial, New York",http://www.turnerconstruction.com/experience/project/5A98/bloomberg-at-120-park-avenue,"New York, NY",Bloomberg at 120 Park Avenue,commercial
"This 800,000 square foot fit-out of Nomura America Securities Headquarters took place in three distinct but overlapping phases and included build out trading floors with 1,700 trading desks, non-trading floors, distribution and intermediate distribution frame rooms, , offices, amenities, and special and support areas.
In addition to phased office fit-out work, the project included extensive infrastructure upgrades such as mechanical, electrical and plumbing risers, a UPS System, five 1550 KW generators and cooling towers.

","Client: Nomura Securities Co., Ltd.
Architect: Gensler
Location: New York,  NY
Attributes: Building Information Modeling (BIM), Interiors, LEED Certified, Green Building, Commercial, New York",http://www.turnerconstruction.com/experience/project/5AAF/nomura-america-securities-headquarters,"New York, NY",Nomura America Securities Headquarters,commercial
"The 50,000 square foot renovation to the Electronics Department at Nebraska Furniture Mart included addition of three  independent stores (Apple, Bose, & Sony), gaming rooms, and a renovated television/home theater area.","Client: Nebraska Furniture Mart, Inc.
Architect: Kenneth Hahn Architects, Inc.
Location: Kansas City,  KS
Attributes: Interiors, Retail & Restaurant, Commercial, Kansas",http://www.turnerconstruction.com/experience/project/5924/nebraska-furniture-mart-electronics-department-remodel,"Kansas City, KS","Nebraska Furniture Mart, Electronics Department Remodel",commercial
"As part of Turner's Wells Fargo conversion program -- which includes transformation of of 865 Wachovia branches to Wells Fargo branches across the United States -- Turner transformed thirty Washington, DC branches, which included, performing selective demolition, changing wall coverings, adding millwork for service manager’s desks, miscellaneous additions to teller line stations, and window frosting for an updated look in each bank branch.","Client: Wells Fargo
Architect: Baskervill
Location: Washington,  DC
Attributes: Bank, Interiors, Retail & Restaurant, Commercial, Washington, D.C.",http://www.turnerconstruction.com/experience/project/595A/wells-fargo-transformations,"Washington, DC",Wells Fargo Transformations,commercial
"The 52,000 square foot interior fit-out for American Express includes conference rooms, offices with demountable partitions and stations for visiting employees. The aggressive 10-week schedule was completed one week early.","Client: American Express
Architect: RMS
Location: New York,  NY
Attributes: Low-Rise, Commercial, New York",http://www.turnerconstruction.com/experience/project/59C4/american-express-at-3-world-financial-center,"New York, NY",American Express at 3 World Financial Center,commercial
"This multi-phase fit-out of the Security and Exchange Commission's North East Regional Office included seven floors of fit-out totaling 250,000 square feet as well as mechanical, electrical and plumbing infrastructure upgrades,  The offices include a conference center, private offices, three inter-connecting stairs, open office space.","Client: Securities and Exchange Commission
Architect: Spector Group
Location: New York,  NY
Attributes: Interiors, Commercial, New York",http://www.turnerconstruction.com/experience/project/5AC3/securities-and-exchange-commission,"New York, NY",Securities and Exchange Commission,commercial
"The Trinity Real Estate project included conversion of the loading dock and receiving area of 75 Varick Street into office space for the company's relocated information technology department. Work included addition of a data center, a pre-action sprinkler system, mechanical and electrical rooms, and a 30-ton air conditioning unit as well as two bathrooms, an executive conference room, an audio-visual learning center, and a working kitchen.","Client: Trinity Real Estate
Architect: Gertlere & Wenke
Location: New York,  NY
Attributes: Low-Rise, Commercial, New York",http://www.turnerconstruction.com/experience/project/5ABB/trinity-real-estate,"New York, NY",Trinity Real Estate,commercial
"The 39,000 square foot fit-out for E*Trade included executive offices, open workstations, conference rooms, a main intermediate distribution frame room, a reception area, pantry and related support staff. Portions of the space were reconfigured to create open workstations allowing the client to reuse the original furniture. The space houses 130 personnel.","Client: E*Trade
Architect: The NELSON Midwest Operating Company
Location: New York,  NY
Attributes: Low-Rise, Commercial, New York",http://www.turnerconstruction.com/experience/project/59D7/etrade,"New York, NY",E*Trade,commercial
"Johnson & Johnson Building 185 is a three-story, 244,000 square foot office and laboratory fit-out.
Laboratory work included installation of metal casework and fume hoods as well as environmental rooms and stabilization chambers. Office work included build-out of conference rooms with audio visual equipment, integral hub meeting areas throughout the space, and a food service facility.
In additional to Building 185, the project included widening of the adjacent road, Route 53, installation of storm water piping and a retention pond, domestic and fire water piping, sanitary sewer and force main piping, electrical substations and transformers for permanent power, and landscaping.","Client: Johnson & Johnson
Architect: Francis Cauffman
Location: Morris Plains,  NJ
Attributes: Low-Rise, Pharmaceutical, Research & Development, Commercial, New Jersey",http://www.turnerconstruction.com/experience/project/5B74/johnson-johnson-building-185-healthcare-laboratory,"Morris Plains, NJ","Johnson & Johnson Building 185, Healthcare Laboratory",commercial
"The fit-out of 11,600 square feet for Fidelity Website Group was designed to create an open, collaborative work environment. The space features a painted, exposed deck, areas of “floating�?drop acoustical ceiling as well as areas of gypsum board ceilings and wood slat ceiling features, and movable glass partitions that allow long views of the New York skyline.
A unique feature of the space is an architectural wall system that the team refers to as the “igloo�?  The “igloo�?is made from translucent foam blocks, attached together. Inside, there is a breakout area that includes comfortable seating with screens for audio and video interaction.","Client: Fidelity
Location: Jersey City,  NJ
Attributes: Interiors, Low-Rise, Commercial, New Jersey",http://www.turnerconstruction.com/experience/project/5B63/fidelity-website-group,"Jersey City, NJ",Fidelity Website Group,commercial
"The  infrastructure upgrades and façade reclad at 300 Park Avenue included replacement of 24 floors of exterior masonry walls at the building's north and west faces, with metal cladding, and replacement of roof bulkheads.
Work also included remediation of exterior masonry façades at various roof levels, installation of fire balcony landings at all floors, installation of upgraded, energy efficient, aluminum windows on all floors and infrastructure upgrades, including installation of cooling towers, electrical feeders and shafts.","Client: Tishman Speyer (TSP)
Architect: Moed de Armas & Shannon Architects, PC
Location: NY
Attributes: Commercial, New York",http://www.turnerconstruction.com/experience/project/59B3/300-park-avenue-facade-reclad,", NY",300 Park Avenue Façade Reclad,commercial
"The 120,000 square foot, fast-track interior fit-out for Brookfield Financial Properties includes build out of office space, private offices, conference rooms, pantries, bathrooms, infrastructure upgrades and an interconnecting stair between floors 12, 14 and 15 at Four World Financial Center.","Client: Brookfield Office Properties
Architect: LSM Architects
Location: New York,  NY
Attributes: Interiors, Low-Rise, Green Building, Commercial, New York",http://www.turnerconstruction.com/experience/project/59C6/brookfield-offices,"New York, NY",Brookfield Offices,commercial
"The interior fit-out and façade renovation of Africa-Israel Investments'  700,000 square foot office space included modernization of what was formerly the New York Times offices. Work included installation of additional elevators, an updated building core, updated windows, core bathrooms, various façade alterations, and renovation of the penthouse floors and Africa-Israel corporate offices.","Client: Africa Israeli Funds
Architect: Adamson Associates Architects
Location: New York,  NY
Attributes: Government, Low-Rise, Commercial, New York",http://www.turnerconstruction.com/experience/project/59C2/africa-israel-investments,"New York, NY",Africa-Israel Investments,commercial
"The two-phase renovation for The Houston Club included extensive demolition and build-out of a 15,700 square foot floor in a historic building.
Work included renovations to the lobby, elevator lobby, dining and bar areas, the relocation of the ballroom, addition of a power boardroom and updated executive offices, updates to restrooms and the club's main corridor, as well as modifications to back of house and service areas.
","Client: ClubCorp USA, Inc.
Architect: Gensler
Location: Houston,  TX
Attributes: Interiors, Restaurant, Retail & Restaurant, Green Building, Commercial, Lean Construction, Texas",http://www.turnerconstruction.com/experience/project/5C7E/the-houston-club,"Houston, TX",The Houston Club,commercial
"The redevelopment of Brookhollow I included dramatic alterations to the first, second and third levels and re-establishment of the main entrance as well as build out of a two-story glass, Venetian plaster, and wood lobby. The building is pursuing LEED Silver.
Previous work completed by Turner at the site included demolition and replacement of the entire curtainwall to allow for abatement of all the original insulation in the walls, ceilings and floors, and a second re-skin of the south portion of the building to repair damage caused by Hurricane Ike.","Client: Parmenter Realty Partners
Architect: Ziegler Cooper Architects
Location: Houston,  TX
Attributes: Building Information Modeling (BIM), Mid-Rise, Green Building, Commercial, Lean Construction, Texas",http://www.turnerconstruction.com/experience/project/5CAA/brookhollow-i,"Houston, TX",Brookhollow I,commercial
"The BBVA Compass Headquarters relocation project included interior build-out of six floors of a high-rise totaling 185,000 square feet, as well as a 35,000 square foot bank located in the building's lobby. The facilities include open floor plans designed to encourage collaboration and team building amongst the BBVA Compass employees. The space includes multiple large video and multimedia conference rooms, a raised-floor data center, workrooms, large training spaces, and high-density file rooms. Amenities include a large fitness center and employee cafes on each floor. The interior build-out is seeking LEED Gold certification.","Client: BBVA Compass Bancshares, Inc.
Architect: Gensler
Location: Houston,  TX
Attributes: Interiors, Mid-Rise, Green Building, Commercial, Texas",http://www.turnerconstruction.com/experience/project/5C89/bbva-compass-headquarters,"Houston, TX",BBVA Compass Headquarters,commercial
"Home to New York University’s colleges of Nursing, Dentistry, and Bio-Engineering, the school's 11-story, 166,800 square foot interdisciplinary facility includes classrooms, research and collaboration space, laboratories, and other functional areas unique to each discipline.
Given the structure’s close proximity to the water table, Turner constructed a secant wall built with a foundation down to 40 feet.  The building’s form is comprised of a structural steel frame with concrete slabs on metal decks.  Complementing the interior design, the building’s exterior features panelized terra cotta and metal wall panels.","Client: New York University
Architects: Kohn Pedersen Fox Associates PC, EYP Architecture & Engineering
Location: New York,  NY
Attributes: Building Information Modeling (BIM), Higher Education, Classroom / Adminstration Building, Green Building, Education, New York",http://www.turnerconstruction.com/experience/project/708D/college-of-nursing-college-of-dentistry-and-bioengineering-institute,"New York, NY","College of Nursing, College of Dentistry, and Bioengineering Institute",education
"The 400-bed residence hall for Salem State University is composed of two residential wings joined by a three-story glass portal. At 120,000 square feet, the facility include student gathering areas, a cafe, and a Starbucks. The project included extensive site work and development of both hardscape and landscaping.","Client: Massachusetts State College Building Authority
Architect: William Rawn Associates, Architects
Location: Salem,  MA
Attributes: Building Information Modeling (BIM), Higher Education, Education, Massachusetts",http://www.turnerconstruction.com/experience/project/7938/salem-state-university-residence-hall,"Salem, MA","Salem State University, Residence Hall",education
"Dunster House is one of Harvard University’s prominent river houses, which provide housing and other amenities to undergraduate students. The renovation, which is part of Harvard’s house renewal program, will preserve the building's classic architectural look while providing updated housing for more than 300 students.","Client: Harvard University
Location: Cambridge,  MA
Attributes: Building Information Modeling (BIM), Dormitory, Higher Education, LEED Certified, Green Building, Lean Construction, Education, Massachusetts",http://www.turnerconstruction.com/experience/project/6940/dunster-house-renewal,"Cambridge, MA",Dunster House Renewal,education
"Mt. Pleasant Elementary is a two-story, 73,000 square foot school for 600 kindergarten through fifth grade students. The building features a classrooms and administrative offices as well as teacher lounge space, a multi-purpose cafetorium/gymnasium and music room, a media and computer center, an art room, and an extended learning wing for kindergarteners.","Client: Lancaster City School District
Architect: Schorr Architects, Inc.
Location: Lancaster,  OH
Attributes: Building Information Modeling (BIM), Green Building, Facilities Management Solutions, Education, K-12, Ohio, Primary",http://www.turnerconstruction.com/experience/project/74ED/mt-pleasant-elementary-school,"Lancaster, OH",Mt. Pleasant Elementary School,education
,"Client: Franklin & Marshall College
Architect: EYP Architecture & Engineering
Location: Lancaster,  PA
Attributes: Higher Education, Interiors, Classroom / Adminstration Building, Turner Logistics: Procurement Services, Education, Pennsylvania",http://www.turnerconstruction.com/experience/project/136/franklin-marshall-college-ann-richard-barshinger-life-sciences-and-philosophy-building,"Lancaster, PA","Franklin & Marshall College, Ann & Richard Barshinger Life Sciences and Philosophy Building",education
"The transformation of Franklin & Marshall's Fackenthal Hall into the Patricia E. Harris Center required turning a 24,500 square foot laboratory building on the college's main campus into the home of two academic divisions: Government and Business, and Organizations and Society, with their respective departmental offices, faculty offices and support spaces.
Renovations included building out a living room, classrooms, seminar rooms, restrooms and other student and faculty areas.
The building also houses the college's Floyd Institute with its accompanying offices, support spaces, call center, and focus suite, as well as a multi-purpose student computer/technology center with space for computing services.","Client: Franklin & Marshall College
Architect: EYP Architecture & Engineering
Location: Lancaster,  PA
Attributes: Higher Education, Interiors, Classroom / Adminstration Building, Education, Pennsylvania",http://www.turnerconstruction.com/experience/project/12B/franklin-marshall-college-patricia-e-harris-center,"Lancaster, PA","Franklin & Marshall College, Patricia E. Harris Center",education
"The Wyncote Elementary School project included demolition of a 60,000 square foot elementary school and construction of a replacement two-story, 80,000 square foot school to serve 600 students. The replacement school features a classroom wing, a cafeteria, a gymnasium, a library, and support spaces.
The project is seeking LEED Silver Certification and includes green elements such as a rain harvesting system, a modified bituminous membrane green roof system, and pervious paving materials.","Client: School District of Cheltenham Township
Architect: Gilbert Architects Inc.
Location: Wyncote,  PA
Attributes: Education, K-12, Pennsylvania",http://www.turnerconstruction.com/experience/project/7820/wyncote-elementary-school,"Wyncote, PA",Wyncote Elementary School,education
