Content,Link,Stats,Type
"Part of the NY-SUNY 2020 Challenge Grant, the School of Medicine and Biomedical Science was approved by Governor Cuomo and Chancellor Zimpher in December 2011. Gilbane, in a joint venture with The LiRo Group, is providing construction management services.
Bringing together the three components of medical education, bio-medical research and patient care into one physical location in Western New York, the building, designed by HOK, will be one of the largest constructed in Buffalo in several decades. A light-filled, seven-story glass atrium joins the building’s two L-shaped structures. This seven-story facility will support 2,000 students, faculty, biomedical researchers and clinicians with classrooms, bedside patient care and lab environments and will be built over the NFTA Allen/Medical Campus Rail Station.
In addition to state-of-the-art research laboratories and classrooms, the new building will house advanced simulation centers for general patient care and surgical and robotic surgery training. The upper level bridges leading to adjacent hospitals and other health care facilities will provide streamlined access and promote communication within the medical complex.
The building facade consists of a high-performance terra-cotta rain screen and a glass curtain wall system that brings daylight into the building’s interior. These key assets, in addition to other sustainability features, will help the project meet a targeted LEED Gold designation.",https://www.gilbaneco.com/project/sucf-university-buffalo-school-medicine-biomedical-science/,"Client Name: State University Construction Fund
Project Name: State University Construction Fund (SUCF) University of Buffalo School of Medicine and Biomedical Sciences
Location: Buffalo, NY
Architect: Hellmuth, Obata & Kassabaum
Size: 628,000 Square Feet
Type of construction: New
Delivery method: CM Agency
Professional Services: Preconstruction
																					Schedule Risk Analysis
																					Estimating
																					Constructability Reviews
Sustainable Features: Terra-cotta rain screen
																					Targeting LEED Gold Certification",hotel-residential
"Part of the NY-SUNY 2020 Challenge Grant, the School of Medicine and Biomedical Science was approved by Governor Cuomo and Chancellor Zimpher in December 2011. Gilbane, in a joint venture with The LiRo Group, is providing construction management services.
Bringing together the three components of medical education, bio-medical research and patient care into one physical location in Western New York, the building, designed by HOK, will be one of the largest constructed in Buffalo in several decades. A light-filled, seven-story glass atrium joins the building’s two L-shaped structures. This seven-story facility will support 2,000 students, faculty, biomedical researchers and clinicians with classrooms, bedside patient care and lab environments and will be built over the NFTA Allen/Medical Campus Rail Station.
In addition to state-of-the-art research laboratories and classrooms, the new building will house advanced simulation centers for general patient care and surgical and robotic surgery training. The upper level bridges leading to adjacent hospitals and other health care facilities will provide streamlined access and promote communication within the medical complex.
The building facade consists of a high-performance terra-cotta rain screen and a glass curtain wall system that brings daylight into the building’s interior. These key assets, in addition to other sustainability features, will help the project meet a targeted LEED Gold designation.",https://www.gilbaneco.com/project/sucf-university-buffalo-school-medicine-biomedical-science/,"Client Name: State University Construction Fund
Project Name: State University Construction Fund (SUCF) University of Buffalo School of Medicine and Biomedical Sciences
Location: Buffalo, NY
Architect: Hellmuth, Obata & Kassabaum
Size: 628,000 Square Feet
Type of construction: New
Delivery method: CM Agency
Professional Services: Preconstruction
																					Schedule Risk Analysis
																					Estimating
																					Constructability Reviews
Sustainable Features: Terra-cotta rain screen
																					Targeting LEED Gold Certification",hotel-residential
"The State University Construction Fund selected Gilbane to provide construction management services for the Special Events Recreation Center (SERC) located on the College at Brockport campus in Brockport, New York.
The SERC facility is a multi-use center for academics, concerts, recreational and sporting events and community activities. The facility provides 1,200 retractable seats with the capacity to accommodate 5,500 for special events. It features an indoor track, fitness center, multi-purpose room and support areas.
Understanding the need to enhance the campus experience while promoting environmental stewardship and energy efficiency, the SERC was designed and constructed to earn LEED-NC Silver certification.",https://www.gilbaneco.com/project/state-university-construction-fund-brockport-special-events-recreation-center/,"Client Name: State University Construction Fund
Project Name: State University Construction Fund (SUCF) College of Brockport Special Events Recreation Center
Location: Brockport, NY
Architect: Moody / Nolan Ltd.
Size: 138,000 Square Feet
Date Completed: 2010-2012
Type of construction: New
Delivery method: CM Agency
Professional Services: Preconstruction
																					Interdisciplinary Document Coord. (IDC)
Sustainable Features: Energy savings construction included an air conditioning system
																					The underground ice-storage system",hotel-residential
"The State University Construction Fund selected Gilbane to provide construction management services for the Special Events Recreation Center (SERC) located on the College at Brockport campus in Brockport, New York.
The SERC facility is a multi-use center for academics, concerts, recreational and sporting events and community activities. The facility provides 1,200 retractable seats with the capacity to accommodate 5,500 for special events. It features an indoor track, fitness center, multi-purpose room and support areas.
Understanding the need to enhance the campus experience while promoting environmental stewardship and energy efficiency, the SERC was designed and constructed to earn LEED-NC Silver certification.",https://www.gilbaneco.com/project/state-university-construction-fund-brockport-special-events-recreation-center/,"Client Name: State University Construction Fund
Project Name: State University Construction Fund (SUCF) College of Brockport Special Events Recreation Center
Location: Brockport, NY
Architect: Moody / Nolan Ltd.
Size: 138,000 Square Feet
Date Completed: 2010-2012
Type of construction: New
Delivery method: CM Agency
Professional Services: Preconstruction
																					Interdisciplinary Document Coord. (IDC)
Sustainable Features: Energy savings construction included an air conditioning system
																					The underground ice-storage system",hotel-residential
"Gilbane is providing construction management services for the construction of a New Academic Building (NAB) for the School of Public Health on the active SUNY Downstate campus. The NAB will be located directly in front of the existing Basic Sciences Building (BSB) along Clarkson Avenue, creating a tight and complex project site.
The project consists of a new eight-story building, and renovation to the existing BSB including relocating the main entrance to the facility. The NAB will contain classrooms, offices, conference rooms, medical simulation centers, research laboratories, food service, and other support spaces. Research lab centers, which will group researchers with similar interests and goals, healthcare simulation centers, research center laboratories, and academic spaces for both the School of Public Health and the School of Medicine together in one shared facility.
The project will be registered and certified as LEED Silver rated.",https://www.gilbaneco.com/project/state-university-new-york-downstate-medical-center/,"Client Name: State University Construction Fund
Project Name: State University of New York Downstate Medical Center New Academic Building
Location: Brooklyn, NY
Architect: Ennead Architects
Size: 118,000 Square Feet
Type of construction: New and renovation
Delivery method: CM Agency
Professional Services: BIM
Sustainable Features: LEED Silver Certification",hotel-residential
"Gilbane is providing construction management services for the construction of a New Academic Building (NAB) for the School of Public Health on the active SUNY Downstate campus. The NAB will be located directly in front of the existing Basic Sciences Building (BSB) along Clarkson Avenue, creating a tight and complex project site.
The project consists of a new eight-story building, and renovation to the existing BSB including relocating the main entrance to the facility. The NAB will contain classrooms, offices, conference rooms, medical simulation centers, research laboratories, food service, and other support spaces. Research lab centers, which will group researchers with similar interests and goals, healthcare simulation centers, research center laboratories, and academic spaces for both the School of Public Health and the School of Medicine together in one shared facility.
The project will be registered and certified as LEED Silver rated.",https://www.gilbaneco.com/project/state-university-new-york-downstate-medical-center/,"Client Name: State University Construction Fund
Project Name: State University of New York Downstate Medical Center New Academic Building
Location: Brooklyn, NY
Architect: Ennead Architects
Size: 118,000 Square Feet
Type of construction: New and renovation
Delivery method: CM Agency
Professional Services: BIM
Sustainable Features: LEED Silver Certification",hotel-residential
"The State University of New York at Potsdam Performing Arts Center is the College’s dance and theater students’ first purpose-built space. And, it’s the first new building on the campus since the 1970’s.
The new, state-of-the-art facility includes a variety of performance spaces, including a 350-seat proscenium theater with fixed seating; a 100-seat black box theater; and 4,000 SF of dance performance space with flexible seating on telescopic risers.
The design of the building is dynamic and complex. With numerous angled walls and windows, several split levels throughout, multiple stairs and ramps, the construction process required extensive coordination and quality control. Through the use of Gilbane’s Quality in Construction (QIC) Process, the Architect’s full design intent was achieved on schedule. The QIC Process includes the creation of full scale mockups before rolling out a certain aspect of the building. This way, the mock up could be approved by the Architect and be used as an example for the subcontractors as the standard in quality that the future installations would be held to. The mock ups also allowed the design team to identify flaws and errors prior to installation, which minimized rework and corrective actions in the field.",https://www.gilbaneco.com/project/suny-potsdam-performing-arts-center/,"Client Name: State University Construction Fund
Project Name: SUNY Potsdam Performing Arts Center
Location: Potsdam, NY
Architect: Pfeiffer Partners Architects Inc.
Size: 92,000 Square Feet
Date Completed: January 2014
Type of construction: New
Delivery method: CM Agency
Professional Services: Construction Management
Sustainable Features: Project will meet a minimum LEED-NC Silver certification",hotel-residential
"The State University of New York at Potsdam Performing Arts Center is the College’s dance and theater students’ first purpose-built space. And, it’s the first new building on the campus since the 1970’s.
The new, state-of-the-art facility includes a variety of performance spaces, including a 350-seat proscenium theater with fixed seating; a 100-seat black box theater; and 4,000 SF of dance performance space with flexible seating on telescopic risers.
The design of the building is dynamic and complex. With numerous angled walls and windows, several split levels throughout, multiple stairs and ramps, the construction process required extensive coordination and quality control. Through the use of Gilbane’s Quality in Construction (QIC) Process, the Architect’s full design intent was achieved on schedule. The QIC Process includes the creation of full scale mockups before rolling out a certain aspect of the building. This way, the mock up could be approved by the Architect and be used as an example for the subcontractors as the standard in quality that the future installations would be held to. The mock ups also allowed the design team to identify flaws and errors prior to installation, which minimized rework and corrective actions in the field.",https://www.gilbaneco.com/project/suny-potsdam-performing-arts-center/,"Client Name: State University Construction Fund
Project Name: SUNY Potsdam Performing Arts Center
Location: Potsdam, NY
Architect: Pfeiffer Partners Architects Inc.
Size: 92,000 Square Feet
Date Completed: January 2014
Type of construction: New
Delivery method: CM Agency
Professional Services: Construction Management
Sustainable Features: Project will meet a minimum LEED-NC Silver certification",hotel-residential
"Gilbane served as the construction manager for the Temple University Multi-Purpose Health Science Center. This building is the new home for Temple University Medical School’s biomedical research. It was built in a tight, urban setting and many aspects were coordinated so as not to disrupt the community. Components of this new state-of-the-art facility included:
The building also included an inspiring and inviting commons area where up to 800 people can gather. The space is visible from Broad Street and is conveniently accessible for students, staff, and visitors.",https://www.gilbaneco.com/project/temple-university-multi-purpose-health-science-center/,"Client Name: Temple University
Project Name: Multi-Purpose Health Science Center
Location: Philadelphia, PA
Architect: Ballinger
Size: 487,000 Square Feet
Date Completed: 33 months
Type of construction: New
Delivery method: CM Agency
Professional Services: Preconstruction
																					Lean Construction",hotel-residential
"Gilbane served as the construction manager for the Temple University Multi-Purpose Health Science Center. This building is the new home for Temple University Medical School’s biomedical research. It was built in a tight, urban setting and many aspects were coordinated so as not to disrupt the community. Components of this new state-of-the-art facility included:
The building also included an inspiring and inviting commons area where up to 800 people can gather. The space is visible from Broad Street and is conveniently accessible for students, staff, and visitors.",https://www.gilbaneco.com/project/temple-university-multi-purpose-health-science-center/,"Client Name: Temple University
Project Name: Multi-Purpose Health Science Center
Location: Philadelphia, PA
Architect: Ballinger
Size: 487,000 Square Feet
Date Completed: 33 months
Type of construction: New
Delivery method: CM Agency
Professional Services: Preconstruction
																					Lean Construction",hotel-residential
"The new facility includes a transparent curtainwall system including a 140-foot insulated “wave wall”, which required hundreds of irregularly shaped glass units to be prefabricated. Gilbane worked closely with the design team to implement a detailed
and
to foster collaboration and carry this unique vision of the design team through to construction. Gilbane also provided transition planning & management services which included a move timeline and vendor support requirements for the specialty equipment and department relocations.
Architects involved in the project include:
/
.
a>",https://www.gilbaneco.com/project/ohio-state-university-chemical-biomolecular-engineering-chemistry-building-cbec/,"Client Name: The Ohio State University
Project Name: Chemical and Biomolecular Engineering Chemistry Building (CBEC)
Location: Columbus, OH
Size: 235,000 Square Feet
Type of construction: New
Delivery method: CM at Risk
Professional Services: Design Assist
																					Fast Track schedule
																					Prefabrication
																					BIM
																					Lean construction
																					Procurement
																					Move management
Sustainable Features: LEED Silver Certification
Awards: Silver Project Leadership Award, The Construction Owners Association of America",hotel-residential
"The new facility includes a transparent curtainwall system including a 140-foot insulated “wave wall”, which required hundreds of irregularly shaped glass units to be prefabricated. Gilbane worked closely with the design team to implement a detailed
and
to foster collaboration and carry this unique vision of the design team through to construction. Gilbane also provided transition planning & management services which included a move timeline and vendor support requirements for the specialty equipment and department relocations.
Architects involved in the project include:
/
.
a>",https://www.gilbaneco.com/project/ohio-state-university-chemical-biomolecular-engineering-chemistry-building-cbec/,"Client Name: The Ohio State University
Project Name: Chemical and Biomolecular Engineering Chemistry Building (CBEC)
Location: Columbus, OH
Size: 235,000 Square Feet
Type of construction: New
Delivery method: CM at Risk
Professional Services: Design Assist
																					Fast Track schedule
																					Prefabrication
																					BIM
																					Lean construction
																					Procurement
																					Move management
Sustainable Features: LEED Silver Certification
Awards: Silver Project Leadership Award, The Construction Owners Association of America",hotel-residential
"Construction was divided into three phases due to the project’s enormous scale and complexity, as well as to minimize disruption to academic operations. Phase1 included an off-site Adventure Recreation Center; Phase 2 included the Recreation Center/Natatorium and a 1,000-car parking structure; and Phase 3 included the Physical Activities & Education Services building.
Totaling 650,000 SF, the complex includes a seven pool aquatic center, basketball, volleyball, badminton, racquetball and squash courts, more than 27,500 SF fitness and conditioning space, student wellness center, synthetic turf gymnasium, as well as a climbing wall and outdoor adventure center.
The world-class facility is the result of Antoine Predock’s vision and compilation of abstract shapes into a formidable design that is at the heart of the OSU student wellness program. Early in design, Predock’s team sculpted numerous clay models to communicate his vision to OSU and the construction team. With an intense focus on contemporary design blended with functionality for the students, the design team of Predock and Moody Nolan incorporated over $8 million in architectural concrete, expansive use of exposed structural steel, AESS and ornamental metals, and more than 10 different glass types to achieve the intended design.
Architects on the project include
/
.",https://www.gilbaneco.com/project/ohio-state-university-recreation-physical-activity-center/,"Client Name: The Ohio State University
Project Name: Recreation & Physical Activity Center
Location: Columbus, OH
Size: 650,000 Square Feet
Date Completed: 47 months
Type of construction: New
Delivery method: CM Agency
Professional Services: Preconstruction and Construction Services
Awards: Outstanding Indoor Sports Facility Construction National Intramural-Recreational Sports Association (NIRSA)",hotel-residential
"Construction was divided into three phases due to the project’s enormous scale and complexity, as well as to minimize disruption to academic operations. Phase1 included an off-site Adventure Recreation Center; Phase 2 included the Recreation Center/Natatorium and a 1,000-car parking structure; and Phase 3 included the Physical Activities & Education Services building.
Totaling 650,000 SF, the complex includes a seven pool aquatic center, basketball, volleyball, badminton, racquetball and squash courts, more than 27,500 SF fitness and conditioning space, student wellness center, synthetic turf gymnasium, as well as a climbing wall and outdoor adventure center.
The world-class facility is the result of Antoine Predock’s vision and compilation of abstract shapes into a formidable design that is at the heart of the OSU student wellness program. Early in design, Predock’s team sculpted numerous clay models to communicate his vision to OSU and the construction team. With an intense focus on contemporary design blended with functionality for the students, the design team of Predock and Moody Nolan incorporated over $8 million in architectural concrete, expansive use of exposed structural steel, AESS and ornamental metals, and more than 10 different glass types to achieve the intended design.
Architects on the project include
/
.",https://www.gilbaneco.com/project/ohio-state-university-recreation-physical-activity-center/,"Client Name: The Ohio State University
Project Name: Recreation & Physical Activity Center
Location: Columbus, OH
Size: 650,000 Square Feet
Date Completed: 47 months
Type of construction: New
Delivery method: CM Agency
Professional Services: Preconstruction and Construction Services
Awards: Outstanding Indoor Sports Facility Construction National Intramural-Recreational Sports Association (NIRSA)",hotel-residential
"With Gilbane as their partner, the University embarked on two new projects that were critical components of their capital improvement master plan. The goal of the project was to maintain the University’s rich architectural heritage and ensure the campus was integrated into the surrounding community.
The project consisted of an 811-bed residence hall with single-, double- and apartment-style suites in one high-rise and two mid-rise buildings; a 539-seat dining facility including a 75- to 85-seat café; convenience store; and study commons with computer facilities and study space for the complex. The residence halls consist of a series of wings, ranging in height from five to nine stories, arranged around two private courtyards.
The new dining facility links to and expands the existing historic Burton Judson dining spaces to serve approximately 1,800 students. Extensive summer renovation work, supported by a detailed buy-out schedule and on-site storage of construction materials, was conducted to meet the critical completion milestone coinciding with the start of the academic school year and the return of students to campus.
Gilbane encountered numerous challenges on this complex project. The new facility was built on a tight, urban site, which required extensive logistics coordination. The site is bound by major thoroughfares and immediately adjacent to existing gothic structures. Careful management of site logistics was critical to the fast-track implementation of the multi-building project in this congested campus environment. Most of the construction took place while school was in session so safety concerns were of the utmost importance as well.",https://www.gilbaneco.com/project/the-university-of-chicago-new-residence-hall-and-dining-facility/,"Client Name: The University of Chicago
Project Name: New Residence Halls and Dining Facility
Location: Chicago, IL
Architect: Goody, Clancy & Associates
Size: 366,000 SF
Date Completed: 42 months
Type of construction: New
Delivery method: CM at Risk/GMP
Sustainable Features: Green roof",hotel-residential
"With Gilbane as their partner, the University embarked on two new projects that were critical components of their capital improvement master plan. The goal of the project was to maintain the University’s rich architectural heritage and ensure the campus was integrated into the surrounding community.
The project consisted of an 811-bed residence hall with single-, double- and apartment-style suites in one high-rise and two mid-rise buildings; a 539-seat dining facility including a 75- to 85-seat café; convenience store; and study commons with computer facilities and study space for the complex. The residence halls consist of a series of wings, ranging in height from five to nine stories, arranged around two private courtyards.
The new dining facility links to and expands the existing historic Burton Judson dining spaces to serve approximately 1,800 students. Extensive summer renovation work, supported by a detailed buy-out schedule and on-site storage of construction materials, was conducted to meet the critical completion milestone coinciding with the start of the academic school year and the return of students to campus.
Gilbane encountered numerous challenges on this complex project. The new facility was built on a tight, urban site, which required extensive logistics coordination. The site is bound by major thoroughfares and immediately adjacent to existing gothic structures. Careful management of site logistics was critical to the fast-track implementation of the multi-building project in this congested campus environment. Most of the construction took place while school was in session so safety concerns were of the utmost importance as well.",https://www.gilbaneco.com/project/the-university-of-chicago-new-residence-hall-and-dining-facility/,"Client Name: The University of Chicago
Project Name: New Residence Halls and Dining Facility
Location: Chicago, IL
Architect: Goody, Clancy & Associates
Size: 366,000 SF
Date Completed: 42 months
Type of construction: New
Delivery method: CM at Risk/GMP
Sustainable Features: Green roof",hotel-residential
"This new 220,478-square-foot complex building provides some of the nation’s most advanced facilities, including clean rooms for nanotechnology work, micro-electro-mechanical labs, immersive virtual reality and ultra high-definition digital cinema.
The facility includes research neighborhoods, specialized labs, general and public spaces and administrative offices. Specialized labs included two class-100 lithographyan rooms and a nanoscale fabrication laboratory. The complex accommodates a 3-D scanning lab, two metrology labs, two metalization/thin film deposition labs, a back-end processing lab, wet processing lab, femto laser lab, and a SIMS laboratory. Researchers study virtual reality, specialized audio, advanced audio and video synthesis, motion capture, streaming media, and interactive, distributed performance. Additional features included a 200-seat auditorium, 2,000-square-foot multi-function exhibit gallery, and an audio/video lab.
The Gilbane team assessed a unique challenge early in the process of this facility by discovering that an ordinary metal and glass interfered with wireless signals, which is critical to the functionalities of this research building. The Gilbane team researched to find a composite material called Trespa that could be used on the exterior of the building that minimizes blocking of electromagnetic waves and allows the building’s steel structural system to map interference points, thereby allowing the researchers the ability to conduct their work as they had intended.",https://www.gilbaneco.com/project/university-california-san-diego-cal-it2-facility-richard-c-atkinson-hall/,"Client Name: University of California, San Diego
Project Name: University of California, San Diego Cal (IT)2 Facility Richard C. Atkinson Hall
Location: San Diego, CA
Architect: NBBJ
Size: 220,478 Square Feet
Date Completed: October 2005
Type of construction: New
Delivery method: CM at Risk
Professional Services: Preconstruction
Awards: Best Architectural Design of 2006
																					McGraw Hill Construction, California",hotel-residential
"This new 220,478-square-foot complex building provides some of the nation’s most advanced facilities, including clean rooms for nanotechnology work, micro-electro-mechanical labs, immersive virtual reality and ultra high-definition digital cinema.
The facility includes research neighborhoods, specialized labs, general and public spaces and administrative offices. Specialized labs included two class-100 lithographyan rooms and a nanoscale fabrication laboratory. The complex accommodates a 3-D scanning lab, two metrology labs, two metalization/thin film deposition labs, a back-end processing lab, wet processing lab, femto laser lab, and a SIMS laboratory. Researchers study virtual reality, specialized audio, advanced audio and video synthesis, motion capture, streaming media, and interactive, distributed performance. Additional features included a 200-seat auditorium, 2,000-square-foot multi-function exhibit gallery, and an audio/video lab.
The Gilbane team assessed a unique challenge early in the process of this facility by discovering that an ordinary metal and glass interfered with wireless signals, which is critical to the functionalities of this research building. The Gilbane team researched to find a composite material called Trespa that could be used on the exterior of the building that minimizes blocking of electromagnetic waves and allows the building’s steel structural system to map interference points, thereby allowing the researchers the ability to conduct their work as they had intended.",https://www.gilbaneco.com/project/university-california-san-diego-cal-it2-facility-richard-c-atkinson-hall/,"Client Name: University of California, San Diego
Project Name: University of California, San Diego Cal (IT)2 Facility Richard C. Atkinson Hall
Location: San Diego, CA
Architect: NBBJ
Size: 220,478 Square Feet
Date Completed: October 2005
Type of construction: New
Delivery method: CM at Risk
Professional Services: Preconstruction
Awards: Best Architectural Design of 2006
																					McGraw Hill Construction, California",hotel-residential
"The University of Florida selected Gilbane Building Company as their construction manager to build a new two-story pediatric dental clinic for their College of Dentistry in south Florida. The new clinic was comprised of 21,000 square feet and constructed in the vernacular of the occupied campus of Florida SouthWestern State College. Working with an aggressive schedule, the project team was able to meet the schedule and achieve LEED Gold certification.  The team actively solicited local minority, small and disadvantaged businesses in the preconstruction phase and adjusted the bid packages and scopes to maximize minority participation, achieving 22 percent MBE participation.
The pediatric dental center offers routine and specialty services for children ages birth-21 with 11 closed operatories, four open-bay operatories and two sedation suites.  The facility provides dental education opportunities for students who reside in southwest Florida, clinical training for doctoral students and residents of the University of Florida.",https://www.gilbaneco.com/project/university-florida-college-dentistry-pediatric-dental-clinic/,"Client Name: University of Florida
Project Name: College of Dentistry – Pediatric Dental Clinic
Location: Naples, FL
Architect: SchenkelShultz Architecture
Size: 21,000 Square Feet
Date Completed: December 2008
Type of construction: New
Delivery method: CM at Risk
Professional Services: LEED construction
																					Preconstruction
																					Fast Track Scheduling
																					Early procurement of long lead items
Sustainable Features: LEED Gold Certification",hotel-residential
"The University of Florida selected Gilbane Building Company as their construction manager to build a new two-story pediatric dental clinic for their College of Dentistry in south Florida. The new clinic was comprised of 21,000 square feet and constructed in the vernacular of the occupied campus of Florida SouthWestern State College. Working with an aggressive schedule, the project team was able to meet the schedule and achieve LEED Gold certification.  The team actively solicited local minority, small and disadvantaged businesses in the preconstruction phase and adjusted the bid packages and scopes to maximize minority participation, achieving 22 percent MBE participation.
The pediatric dental center offers routine and specialty services for children ages birth-21 with 11 closed operatories, four open-bay operatories and two sedation suites.  The facility provides dental education opportunities for students who reside in southwest Florida, clinical training for doctoral students and residents of the University of Florida.",https://www.gilbaneco.com/project/university-florida-college-dentistry-pediatric-dental-clinic/,"Client Name: University of Florida
Project Name: College of Dentistry – Pediatric Dental Clinic
Location: Naples, FL
Architect: SchenkelShultz Architecture
Size: 21,000 Square Feet
Date Completed: December 2008
Type of construction: New
Delivery method: CM at Risk
Professional Services: LEED construction
																					Preconstruction
																					Fast Track Scheduling
																					Early procurement of long lead items
Sustainable Features: LEED Gold Certification",hotel-residential
"The University of Illinois Urbana-Champaign campus’ Business Instructional Facility accommodates state-of-the-art classrooms; career development and academic counseling centers; student program offices; a recruitment suite; 300-seat auditorium; and meeting and study space. The facility utilizes sustainable design elements, such as lighting and shading control systems, green roofs and gardens, and solar voltaic cells and is a LEED® NC Platinum certified building.
The facility’s U-shaped structure surrounds a commons area and a spacious courtyard, providing space for students to study and interact with each other, as well as a location for events and corporate receptions. The exterior facade, made of brick and glass curtainwall, is accented with limestone and Indian chocolate slate, and an ascending zinc roof unifies the facility with the existing business campus.
Public spaces are found primarily on the first floor and include the commons area, student lounges, study areas, corporate recruitment center, multi-purpose interview rooms, and the auditorium. Nearby reception areas encourage students and speakers to interact after an event.
The first floor also houses the office of undergraduate affairs and business career services, accountancy student center, and market information laboratory. The laboratory allows students to participate in hands-on exercises that imitate a wide spectrum of real business situations. The second and third floors house state-of-the-art classrooms, both tiered and flat, that are equipped with modern instructional technology. The third floor contains the MBA program. The facility’s east wing also has a fourth floor that contains meeting spaces and faculty offices.",https://www.gilbaneco.com/project/university-of-illinois-at-urbana-champaign-business-instructional-facility/,"Client Name: University of Illinois
Project Name: University of Illinois at Urbana-Champaign Business Instructional Facility
Location: Champaign, IL
Architect: Dewberry; Pelli Clarke Pelli Associates
Size: 165,000 SF
Date Completed: 30 months
Type of construction: New
Delivery method: CM Agency
Professional Services: Preconstruction
Sustainable Features: LEED Platinum Certification
Awards: Midwest Construction Magazine, Best of 2008 Higher Education/Research Project of the Year",hotel-residential
"The University of Illinois Urbana-Champaign campus’ Business Instructional Facility accommodates state-of-the-art classrooms; career development and academic counseling centers; student program offices; a recruitment suite; 300-seat auditorium; and meeting and study space. The facility utilizes sustainable design elements, such as lighting and shading control systems, green roofs and gardens, and solar voltaic cells and is a LEED® NC Platinum certified building.
The facility’s U-shaped structure surrounds a commons area and a spacious courtyard, providing space for students to study and interact with each other, as well as a location for events and corporate receptions. The exterior facade, made of brick and glass curtainwall, is accented with limestone and Indian chocolate slate, and an ascending zinc roof unifies the facility with the existing business campus.
Public spaces are found primarily on the first floor and include the commons area, student lounges, study areas, corporate recruitment center, multi-purpose interview rooms, and the auditorium. Nearby reception areas encourage students and speakers to interact after an event.
The first floor also houses the office of undergraduate affairs and business career services, accountancy student center, and market information laboratory. The laboratory allows students to participate in hands-on exercises that imitate a wide spectrum of real business situations. The second and third floors house state-of-the-art classrooms, both tiered and flat, that are equipped with modern instructional technology. The third floor contains the MBA program. The facility’s east wing also has a fourth floor that contains meeting spaces and faculty offices.",https://www.gilbaneco.com/project/university-of-illinois-at-urbana-champaign-business-instructional-facility/,"Client Name: University of Illinois
Project Name: University of Illinois at Urbana-Champaign Business Instructional Facility
Location: Champaign, IL
Architect: Dewberry; Pelli Clarke Pelli Associates
Size: 165,000 SF
Date Completed: 30 months
Type of construction: New
Delivery method: CM Agency
Professional Services: Preconstruction
Sustainable Features: LEED Platinum Certification
Awards: Midwest Construction Magazine, Best of 2008 Higher Education/Research Project of the Year",hotel-residential
"Gilbane provided integrated
and
of the new six-story academic research building that includes state-of-the-art research labs, offices, conference rooms, lounge and other support space. An iconic design features an elliptical atrium that promotes collaboration and interaction among the students and faculty.
Complex constructability reviews were required to accommodate a design change required by a National Institute of Standards and Technology (NIST) $10 million grant. Since the grant was received late into the design phase, the project team collaborated on solutions for a required redesign to provide for a basement that extended 50 feet below grade and significantly below the water table.  Several building systems and building envelope options were analyzed to bring the project in on budget while maintaining the aesthetic appearance envisioned to inspire students and faculty.",https://www.gilbaneco.com/project/university-maryland-college-park-physical-sciences-complex/,"Client Name: University of Maryland
Project Name: Physical Science Complex
Location: College Park, MD
Architect: HDR
Size: 153,000 Square Feet
Date Completed: September 2013
Type of construction: New
Delivery method: CM at Risk
Professional Services: BIM
																					Lean construction
																					Earned value
																					Sustainable/green, environmental
																					procurement, preconstruction
																					Integrated project services
Sustainable Features: LEED Gold Certification
																					Green roof and vegetative roof system, groundwater reclamation system
																					Solar shades, energy efficient lighting and windows",hotel-residential
"Gilbane provided integrated
and
of the new six-story academic research building that includes state-of-the-art research labs, offices, conference rooms, lounge and other support space. An iconic design features an elliptical atrium that promotes collaboration and interaction among the students and faculty.
Complex constructability reviews were required to accommodate a design change required by a National Institute of Standards and Technology (NIST) $10 million grant. Since the grant was received late into the design phase, the project team collaborated on solutions for a required redesign to provide for a basement that extended 50 feet below grade and significantly below the water table.  Several building systems and building envelope options were analyzed to bring the project in on budget while maintaining the aesthetic appearance envisioned to inspire students and faculty.",https://www.gilbaneco.com/project/university-maryland-college-park-physical-sciences-complex/,"Client Name: University of Maryland
Project Name: Physical Science Complex
Location: College Park, MD
Architect: HDR
Size: 153,000 Square Feet
Date Completed: September 2013
Type of construction: New
Delivery method: CM at Risk
Professional Services: BIM
																					Lean construction
																					Earned value
																					Sustainable/green, environmental
																					procurement, preconstruction
																					Integrated project services
Sustainable Features: LEED Gold Certification
																					Green roof and vegetative roof system, groundwater reclamation system
																					Solar shades, energy efficient lighting and windows",hotel-residential
